gs_name,contrast,Direction_stage_only,Direction_nonE_restricted,PValue_stage_only,PValue_nonE_restricted,FDR_stage_only,FDR_nonE_restricted,NGenes_stage_only,NGenes_nonE_restricted,stable_FDR05
HALLMARK_ESTROGEN_RESPONSE_LATE,hypertrophic_scar_vs_late_wound,Down,Up,0.9540701270563604,0.40119984502585637,0.973540945975878,0.4620427742205872,195,195,FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,hypertrophic_scar_vs_late_wound,Up,Down,0.9906411795620423,0.3377523388308127,0.9906411795620423,0.4221904235385159,199,199,FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,hypertrophic_scar_vs_normal_skin,Up,Up,3.059887958704257e-32,2.848934948159971e-36,1.5299439793521284e-30,1.4244674740799855e-34,199,199,TRUE
HALLMARK_ANGIOGENESIS,hypertrophic_scar_vs_normal_skin,Up,Up,8.099658532519269e-9,6.29322221407962e-9,2.0249146331298174e-7,1.0488703690132701e-7,35,35,TRUE
HALLMARK_COAGULATION,hypertrophic_scar_vs_normal_skin,Up,Up,1.8170019548741424e-8,1.529662742516474e-9,3.028336591456904e-7,3.8241568562911846e-8,116,116,TRUE
HALLMARK_UV_RESPONSE_DN,hypertrophic_scar_vs_normal_skin,Up,Up,1.7170139397872087e-5,2.6381180896797724e-6,2.1462674247340108e-4,3.297647612099715e-5,143,143,TRUE
HALLMARK_G2M_CHECKPOINT,hypertrophic_scar_vs_normal_skin,Down,Down,5.869998296259958e-5,0.015379570673042929,5.419750098486628e-4,0.04806115835325915,199,199,TRUE
HALLMARK_APICAL_JUNCTION,hypertrophic_scar_vs_normal_skin,Up,Up,1.034380393699646e-4,1.639897746470442e-5,7.388431383568901e-4,1.639897746470442e-4,193,193,TRUE
HALLMARK_KRAS_SIGNALING_UP,hypertrophic_scar_vs_normal_skin,Up,Up,8.255937724169883e-4,1.5851856961875493e-4,0.0044761121322930714,0.0013209880801562913,192,192,TRUE
HALLMARK_MYOGENESIS,hypertrophic_scar_vs_normal_skin,Up,Up,8.952224264586143e-4,0.0020233848233072722,0.0044761121322930714,0.01264615514567045,180,180,TRUE
HALLMARK_HEDGEHOG_SIGNALING,hypertrophic_scar_vs_normal_skin,Up,Up,0.003042297822105381,0.0034720827623004463,0.012676240925439088,0.019289348679446924,33,33,TRUE
HALLMARK_COMPLEMENT,hypertrophic_scar_vs_normal_skin,Up,Up,0.008964727731451991,0.0011012307607506549,0.0315888337231927,0.00786593400536182,192,192,TRUE
HALLMARK_ALLOGRAFT_REJECTION,hypertrophic_scar_vs_normal_skin,Up,Up,0.009476650116957808,0.005039657963043117,0.0315888337231927,0.02103710909297158,189,189,TRUE
HALLMARK_MYC_TARGETS_V1,hypertrophic_scar_vs_normal_skin,Down,Down,6.503700118183953e-5,0.2555611083135115,5.419750098486628e-4,0.4355584059557488,199,199,FALSE
HALLMARK_E2F_TARGETS,hypertrophic_scar_vs_normal_skin,Down,Down,1.3891435845582074e-4,0.029832872208200772,8.682147403488796e-4,0.07850755844263362,200,200,FALSE
HALLMARK_MYC_TARGETS_V2,hypertrophic_scar_vs_normal_skin,Down,Down,0.0016684962155922617,0.08469588381595701,0.007584073707237554,0.18412148655642827,58,58,FALSE
HALLMARK_P53_PATHWAY,hypertrophic_scar_vs_normal_skin,Down,Down,0.004537088222811332,0.028310448824396404,0.017450339318505124,0.07850755844263362,200,200,FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE,hypertrophic_scar_vs_normal_skin,Up,Up,0.02428938565437796,0.004634084512136722,0.07078697746514899,0.02103710909297158,199,199,FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION,hypertrophic_scar_vs_normal_skin,Down,Down,0.025152433006580502,0.61272200896515,0.07078697746514899,0.7472219621526218,200,200,FALSE
HALLMARK_IL2_STAT5_SIGNALING,hypertrophic_scar_vs_normal_skin,Up,Up,0.026150123130571436,0.010380723421735884,0.07078697746514899,0.03460241140578628,195,195,FALSE
HALLMARK_INFLAMMATORY_RESPONSE,hypertrophic_scar_vs_normal_skin,Up,Up,0.026899051436756614,0.005526830214385576,0.07078697746514899,0.02125703928609837,194,194,FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE,hypertrophic_scar_vs_normal_skin,Up,Up,0.035029692255119205,0.005048906182313179,0.08757423063779801,0.02103710909297158,97,97,FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING,hypertrophic_scar_vs_normal_skin,Up,Up,0.04176378284273457,0.02599383987990555,0.09943757819698706,0.07645247023501632,85,85,FALSE
HALLMARK_PANCREAS_BETA_CELLS,hypertrophic_scar_vs_normal_skin,Up,Up,0.04954609952795803,0.007967529947048222,0.11260477165445007,0.028455464096600793,26,26,FALSE
HALLMARK_HEME_METABOLISM,hypertrophic_scar_vs_normal_skin,Down,Down,0.05636392416106776,0.2731607093131279,0.11755293748948464,0.4405817892147224,184,184,FALSE
HALLMARK_DNA_REPAIR,hypertrophic_scar_vs_normal_skin,Down,Down,0.05642540999495262,0.24675233443132674,0.11755293748948464,0.4355584059557488,150,150,FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Down,0.07370968018324599,0.504533181874471,0.1441766196200921,0.6723374000772029,102,102,FALSE
HALLMARK_TGF_BETA_SIGNALING,hypertrophic_scar_vs_normal_skin,Up,Up,0.07497184220244789,0.03204033838268006,0.1441766196200921,0.08010084595670015,53,53,FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Down,0.15696546305472095,0.15475196149727685,0.2906767834346684,0.3095039229945537,39,39,FALSE
HALLMARK_MTORC1_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Up,0.21447076814697122,0.30575594549427954,0.3726019229088,0.4777436648348118,200,200,FALSE
HALLMARK_MITOTIC_SPINDLE,hypertrophic_scar_vs_normal_skin,Down,Down,0.21610911528710403,0.5614831317797913,0.3726019229088,0.7018539147247391,199,199,FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB,hypertrophic_scar_vs_normal_skin,Down,Down,0.23462654319125537,0.6899148114388454,0.3910442386520923,0.7886376416439399,199,199,FALSE
HALLMARK_SPERMATOGENESIS,hypertrophic_scar_vs_normal_skin,Down,Down,0.2679688306256007,0.5109764240586742,0.42755033856256797,0.6723374000772029,103,103,FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE,hypertrophic_scar_vs_normal_skin,Down,Down,0.27771750876652634,0.7403103953441761,0.42755033856256797,0.7886376416439399,195,195,FALSE
HALLMARK_FATTY_ACID_METABOLISM,hypertrophic_scar_vs_normal_skin,Down,Down,0.2821832234512949,0.7398139772409047,0.42755033856256797,0.7886376416439399,152,152,FALSE
HALLMARK_NOTCH_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Down,0.30478307611969363,0.3252663203050066,0.44522602929103616,0.49282775803788875,32,32,FALSE
HALLMARK_PEROXISOME,hypertrophic_scar_vs_normal_skin,Down,Down,0.3116582205037253,0.7468535232062473,0.44522602929103616,0.7886376416439399,97,97,FALSE
HALLMARK_BILE_ACID_METABOLISM,hypertrophic_scar_vs_normal_skin,Down,Down,0.33375439114425187,0.48371824188118695,0.4635477654781276,0.6723374000772029,97,97,FALSE
HALLMARK_HYPOXIA,hypertrophic_scar_vs_normal_skin,Up,Up,0.36497099860410986,0.11056323055780722,0.48025073402717483,0.2303400636620984,194,194,FALSE
HALLMARK_GLYCOLYSIS,hypertrophic_scar_vs_normal_skin,Up,Up,0.3687836972589459,0.06201728163666573,0.48025073402717483,0.14766019437301364,191,191,FALSE
HALLMARK_ANDROGEN_RESPONSE,hypertrophic_scar_vs_normal_skin,Up,Up,0.37459557254119635,0.0843646062909956,0.48025073402717483,0.18412148655642827,99,99,FALSE
HALLMARK_APOPTOSIS,hypertrophic_scar_vs_normal_skin,Up,Up,0.4423796138000933,0.22650991023229958,0.5529745172501166,0.4355584059557488,159,159,FALSE
HALLMARK_KRAS_SIGNALING_DN,hypertrophic_scar_vs_normal_skin,Down,Down,0.46817790162608974,0.2574544101392736,0.5709486605196217,0.4355584059557488,150,150,FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY,hypertrophic_scar_vs_normal_skin,Down,Down,0.5077340015685785,0.9289812156352657,0.5904649676787362,0.9289812156352657,197,197,FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,hypertrophic_scar_vs_normal_skin,Down,Up,0.5077998722037131,0.5041897028828102,0.5904649676787362,0.6723374000772029,111,111,FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS,hypertrophic_scar_vs_normal_skin,Down,Up,0.5661611185587803,0.7570921359781823,0.6433649074531594,0.7886376416439399,73,73,FALSE
HALLMARK_APICAL_SURFACE,hypertrophic_scar_vs_normal_skin,Up,Up,0.6225942958060369,0.7378185275062019,0.6878961519061015,0.7886376416439399,43,43,FALSE
HALLMARK_UV_RESPONSE_UP,hypertrophic_scar_vs_normal_skin,Down,Up,0.6328644597536135,0.71638047264788,0.6878961519061015,0.7886376416439399,154,154,FALSE
HALLMARK_ADIPOGENESIS,hypertrophic_scar_vs_normal_skin,Down,Up,0.6653175758293285,0.8072844699469495,0.7077846551375835,0.823759663211173,198,198,FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,hypertrophic_scar_vs_normal_skin,Down,Up,0.8243056156527587,0.49474430033945693,0.8586516829716238,0.6723374000772029,48,48,FALSE
HALLMARK_PROTEIN_SECRETION,hypertrophic_scar_vs_normal_skin,Up,Up,0.9552480442694012,0.2613350435734493,0.967735562082527,0.4355584059557488,95,95,FALSE
HALLMARK_XENOBIOTIC_METABOLISM,hypertrophic_scar_vs_normal_skin,Up,Up,0.967735562082527,0.546116374791099,0.967735562082527,0.7001491984501269,182,182,FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,late_wound_vs_normal_skin,Up,Up,9.16096193940946e-23,2.5082161639938376e-23,4.58048096970473e-21,1.2541080819969188e-21,199,199,TRUE
HALLMARK_ALLOGRAFT_REJECTION,late_wound_vs_normal_skin,Up,Up,1.3201138415548293e-10,5.797092268916471e-10,3.3002846038870734e-9,1.4492730672291178e-8,189,189,TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE,late_wound_vs_normal_skin,Up,Up,1.6538606397173516e-9,4.870411607561945e-9,2.7564343995289195e-8,8.117352679269909e-8,199,199,TRUE
HALLMARK_INFLAMMATORY_RESPONSE,late_wound_vs_normal_skin,Up,Up,3.1440464539480282e-9,7.608511137400429e-9,3.930058067435035e-8,9.219047147619203e-8,194,194,TRUE
HALLMARK_IL6_JAK_STAT3_SIGNALING,late_wound_vs_normal_skin,Up,Up,4.713131395587522e-9,9.219047147619203e-9,4.713131395587522e-8,9.219047147619203e-8,85,85,TRUE
HALLMARK_COAGULATION,late_wound_vs_normal_skin,Up,Up,1.2228793555932296e-8,1.2820896890550192e-8,1.0190661296610247e-7,1.0684080742125161e-7,116,116,TRUE
HALLMARK_ANGIOGENESIS,late_wound_vs_normal_skin,Up,Up,2.0689849771777683e-8,1.859537287070092e-8,1.316260977946477e-7,1.32824091933578e-7,35,35,TRUE
HALLMARK_COMPLEMENT,late_wound_vs_normal_skin,Up,Up,2.106017564714363e-8,3.225520795623787e-8,1.316260977946477e-7,2.015950497264867e-7,192,192,TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE,late_wound_vs_normal_skin,Up,Up,2.099708626265223e-6,4.072322531632613e-6,1.1665047923695683e-5,2.2624014064625626e-5,97,97,TRUE
HALLMARK_IL2_STAT5_SIGNALING,late_wound_vs_normal_skin,Up,Up,2.5849812807387706e-5,3.83399988241526e-5,1.2924906403693852e-4,1.9169999412076299e-4,195,195,TRUE
HALLMARK_KRAS_SIGNALING_UP,late_wound_vs_normal_skin,Up,Up,4.8882941131710335e-5,8.239690064530722e-5,2.221951869623197e-4,3.433204193554468e-4,192,192,TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB,late_wound_vs_normal_skin,Up,Up,6.160515062038561e-5,9.12089532323541e-5,2.5668812758494004e-4,3.5080366627828505e-4,199,199,TRUE
HALLMARK_APICAL_JUNCTION,late_wound_vs_normal_skin,Up,Up,1.2886056271022912e-4,7.101587013459389e-5,4.956175488854966e-4,3.227994097026995e-4,193,193,TRUE
HALLMARK_APOPTOSIS,late_wound_vs_normal_skin,Up,Up,0.004154380743174035,0.0042313731563007025,0.014837074082764412,0.014104577187669009,159,159,TRUE
HALLMARK_MTORC1_SIGNALING,late_wound_vs_normal_skin,Up,Up,0.00793088334973062,0.002224389842475689,0.02611086663652979,0.007944249437413176,200,200,TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,late_wound_vs_normal_skin,Up,Up,0.008355477323689534,0.005972418939269166,0.02611086663652979,0.01756593805667402,48,48,TRUE
HALLMARK_GLYCOLYSIS,late_wound_vs_normal_skin,Up,Up,0.010398195257231313,0.004837956079293193,0.030582927227150922,0.015118612747791227,191,191,TRUE
HALLMARK_HYPOXIA,late_wound_vs_normal_skin,Up,Up,0.014094008932039293,0.012276182589423637,0.039150024811220256,0.03230574365637799,194,194,TRUE
HALLMARK_UV_RESPONSE_DN,late_wound_vs_normal_skin,Up,Up,0.02186175474042083,0.019960753268481856,0.057530933527423236,0.04990188317120464,143,143,FALSE
HALLMARK_E2F_TARGETS,late_wound_vs_normal_skin,Up,Up,0.02606889771570341,0.007441826427744967,0.06517224428925852,0.020671740077069352,200,200,FALSE
HALLMARK_TGF_BETA_SIGNALING,late_wound_vs_normal_skin,Up,Up,0.03415805822321087,0.02356877491026873,0.08132871005526397,0.056116130738735066,53,53,FALSE
HALLMARK_MYOGENESIS,late_wound_vs_normal_skin,Up,Up,0.042628033055316705,0.04668789435464005,0.09688189330753798,0.09612979947690341,180,180,FALSE
HALLMARK_UV_RESPONSE_UP,late_wound_vs_normal_skin,Up,Up,0.04607146025534115,0.028791600889869623,0.10015534838117642,0.06543545656788552,154,154,FALSE
HALLMARK_ANDROGEN_RESPONSE,late_wound_vs_normal_skin,Up,Up,0.06300374450291892,0.04106424981754667,0.13125780104774776,0.08927010829901451,99,99,FALSE
HALLMARK_XENOBIOTIC_METABOLISM,late_wound_vs_normal_skin,Up,Up,0.09747468539800533,0.08089341532511783,0.19494937079601066,0.14445252736628186,182,182,FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,late_wound_vs_normal_skin,Up,Up,0.10958706110347707,0.06424005765548178,0.2089873135897531,0.11896306973237367,111,111,FALSE
HALLMARK_HEDGEHOG_SIGNALING,late_wound_vs_normal_skin,Up,Up,0.11778215962947275,0.09764230612293938,0.2089873135897531,0.1683488036602403,33,33,FALSE
HALLMARK_G2M_CHECKPOINT,late_wound_vs_normal_skin,Up,Up,0.12097155285681106,0.04998749572798977,0.2089873135897531,0.09612979947690341,199,199,FALSE
HALLMARK_PANCREAS_BETA_CELLS,late_wound_vs_normal_skin,Up,Up,0.1212126418820568,0.10635902525733788,0.2089873135897531,0.17726504209556315,26,26,FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING,late_wound_vs_normal_skin,Down,Down,0.1277113108329084,0.14200060552307178,0.21285218472151402,0.22187594612979966,39,39,FALSE
HALLMARK_KRAS_SIGNALING_DN,late_wound_vs_normal_skin,Down,Down,0.18063092790659147,0.14688782792373328,0.2764146541247864,0.22255731503595952,150,150,FALSE
HALLMARK_MYC_TARGETS_V1,late_wound_vs_normal_skin,Up,Up,0.18108486549663028,0.04974043292167264,0.2764146541247864,0.09612979947690341,199,199,FALSE
HALLMARK_ADIPOGENESIS,late_wound_vs_normal_skin,Up,Up,0.182433671722359,0.12967728751582683,0.2764146541247864,0.20915691534810776,198,198,FALSE
HALLMARK_HEME_METABOLISM,late_wound_vs_normal_skin,Down,Down,0.19876019547921597,0.20157474967808822,0.29229440511649407,0.28796392811155463,184,184,FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY,late_wound_vs_normal_skin,Down,Down,0.26209231826708396,0.3301497178206655,0.3744175975244057,0.4461482673252236,197,197,FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION,late_wound_vs_normal_skin,Up,Up,0.29016257581561644,0.15254490958417075,0.40300357752168947,0.2243307493884864,200,200,FALSE
HALLMARK_BILE_ACID_METABOLISM,late_wound_vs_normal_skin,Down,Down,0.3208747193262717,0.3020745155768234,0.4336144855760428,0.4195479383011436,97,97,FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE,late_wound_vs_normal_skin,Down,Down,0.39980694480681556,0.5205236224939378,0.526061769482652,0.6347849054804119,195,195,FALSE
HALLMARK_P53_PATHWAY,late_wound_vs_normal_skin,Down,Down,0.42791656768988073,0.4387891506484184,0.5486109842177959,0.5773541455900243,200,200,FALSE
HALLMARK_PEROXISOME,late_wound_vs_normal_skin,Down,Down,0.46211738245686207,0.4917174768191277,0.5776467280710775,0.6304070215629842,97,97,FALSE
HALLMARK_NOTCH_SIGNALING,late_wound_vs_normal_skin,Down,Down,0.5357423786388718,0.5650594734265018,0.653344364193746,0.6570458993331416,32,32,FALSE
HALLMARK_MITOTIC_SPINDLE,late_wound_vs_normal_skin,Up,Up,0.5656796337197632,0.5151845014496594,0.6734281353806704,0.6347849054804119,199,199,FALSE
HALLMARK_FATTY_ACID_METABOLISM,late_wound_vs_normal_skin,Up,Up,0.6712666516162109,0.5969323972988387,0.7656904790897565,0.663258219220932,152,152,FALSE
HALLMARK_APICAL_SURFACE,late_wound_vs_normal_skin,Up,Up,0.6738076215989857,0.6270393187419911,0.7656904790897565,0.6670631050446714,43,43,FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING,late_wound_vs_normal_skin,Up,Up,0.6951097735306149,0.5578350605868259,0.7723441928117943,0.6570458993331416,102,102,FALSE
HALLMARK_DNA_REPAIR,late_wound_vs_normal_skin,Up,Up,0.720969743518411,0.5891130400115829,0.783662764693925,0.663258219220932,150,150,FALSE
HALLMARK_SPERMATOGENESIS,late_wound_vs_normal_skin,Down,Down,0.873944277680584,0.9598834117281723,0.9127137194540066,0.9598834117281723,103,103,FALSE
HALLMARK_PROTEIN_SECRETION,late_wound_vs_normal_skin,Up,Up,0.8762051706758462,0.7471997456145091,0.9127137194540066,0.7783330683484471,95,95,FALSE
HALLMARK_MYC_TARGETS_V2,late_wound_vs_normal_skin,Up,Up,0.9638513198923462,0.6160878746592088,0.9665779105992045,0.6670631050446714,58,58,FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS,late_wound_vs_normal_skin,Up,Up,0.9665779105992045,0.8641209803276808,0.9665779105992045,0.8817561023751845,73,73,FALSE
